,ID,url number,ACCIDENT LOCATION,ACCIDENT Date,Victim NUMBER,Vehicle 1,Vehicle 2,Vehicle 3
2,2,4,chandpur,8/31/2020 22:47,2,bike,,
3,3,7,jashore,9/1/2020 22:02,1,truck,,
6,8,20,dhamrai,9/5/2020 22:42,3,bus,,
8,11,30,madhabpur,9/7/2020 22:13,7,truck,car,
9,12,30,habiganj,9/7/2020 22:13,7,truck,car,
10,13,31,bagherpara,9/8/2020 22:00,6,truck,car,motorcycle
14,18,37,barisal,9/9/2020 22:03,9,bus,,
18,22,50,dhaka,9/11/2020 22:02,3,auto,,
21,26,61,brahmanbaria,9/15/2020 22:01,1,motorcycle,auto,
22,27,63,panchagarh,9/16/2020 22:01,2,bus,car,motorcycle
23,29,67,khulna,9/17/2020 22:25,2,truck,,
24,30,68,magura,9/18/2020 22:02,2,truck,bus,bike
25,31,69,magura,9/18/2020 22:02,4,bus,,
26,32,73,khulna,9/19/2020 22:03,3,bus,bike,motorcycle
27,33,74,dhaka,9/20/2020 22:15,1,auto,,
28,34,76,jatrabari,9/21/2020 22:01,12,truck,bike,motorcycle
29,35,76,dhaka,9/21/2020 22:01,12,truck,bike,motorcycle
32,39,94,bapta,9/26/2020 22:01,1,truck,motorcycle,
33,40,94,bhola,9/26/2020 22:01,1,truck,motorcycle,
34,43,97,chapainawabganj,9/28/2020 22:01,3,car,,
36,45,99,bhola,9/29/2020 22:01,2,bus,motorcycle,rickshaw
37,46,99,bhola,9/29/2020 22:01,2,bus,motorcycle,rickshaw
44,53,111,burichang,10/3/2020 22:01,2,bus,,
46,55,112,burichang,10/3/2020 22:02,2,bus,,
56,66,125,khulna,10/8/2020 22:02,4,bus,rickshaw,auto
57,67,125,dumuria,10/8/2020 22:02,4,bus,rickshaw,auto
59,69,128,brahmanbaria,10/8/2020 22:02,3,bus,bike,
60,70,131,islampur,10/8/2020 22:03,3,bus,bike,
64,74,133,rajagaon,10/9/2020 22:01,2,motorcycle,,
65,75,134,panchagarh,10/9/2020 22:01,2,motorcycle,auto,
67,77,135,rajagaon,10/9/2020 22:02,2,motorcycle,,
68,78,136,islampur,10/9/2020 22:02,3,bus,bike,
69,79,136,brahmanbaria,10/9/2020 22:02,3,bus,bike,
70,80,139,gazipur,10/10/2020 22:01,2,truck,rickshaw,auto
71,81,139,satkhamair,10/10/2020 22:01,2,truck,rickshaw,auto
76,86,150,mithapukur,10/12/2020 22:02,1,truck,motorcycle,
77,87,150,rangpur,10/12/2020 22:02,1,truck,motorcycle,
78,88,152,naogaon,10/15/2020 23:29,2,bus,bike,auto
85,95,158,naogaon,10/16/2020 22:01,2,bus,bike,auto
86,96,160,gopalganj,10/17/2020 22:02,4,truck,bike,rickshaw
87,97,160,rangamati,10/17/2020 22:02,4,truck,bike,rickshaw
92,105,180,manikganj,10/22/2020 22:01,2,bus,,
93,106,188,gopinathpur,10/23/2020 22:02,3,bus,car,
95,108,195,madanpur,10/25/2020 22:01,1,auto,,
97,110,201,chakaria,10/26/2020 22:01,1,truck,rickshaw,auto
98,111,206,mohammadpur,10/27/2020 22:01,1,bus,car,bike
101,114,207,khulna,10/27/2020 22:01,1,train,,
102,115,208,mohammadpur,10/28/2020 22:01,1,bus,car,bike
107,120,214,birahimpur,10/30/2020 22:02,2,motorcycle,rickshaw,auto
108,121,214,birahimpur,10/30/2020 22:02,2,motorcycle,rickshaw,auto
110,123,218,faridganj,11/2/2020 21:01,3,motorcycle,,
111,124,218,dhaka,11/2/2020 21:01,3,motorcycle,,
113,126,219,naogaon,11/2/2020 21:01,10,motorcycle,auto,
114,127,220,kushtia,11/3/2020 21:01,5,truck,,
115,128,220,pabna,11/3/2020 21:01,5,truck,,
116,130,229,jhenaidah,11/6/2020 21:01,10,truck,bus,car
117,131,229,munshiganj,11/6/2020 21:01,10,truck,bus,car
121,135,237,gazipur,11/7/2020 21:01,2,bus,train,
123,137,243,patuakhali,11/8/2020 21:01,1,bike,,
124,138,243,dhaka,11/8/2020 21:01,1,bike,,
128,143,253,mymensingh,11/13/2020 21:02,2,auto,,
130,145,254,mymensingh,11/13/2020 21:02,2,auto,,
133,148,258,bagharpara,11/14/2020 21:01,5,bus,,
134,149,258,jashore,11/14/2020 21:01,5,bus,,
135,150,265,lakshmipur,11/17/2020 21:04,2,bus,motorcycle,rickshaw
136,151,265,chandraganj,11/17/2020 21:04,2,bus,motorcycle,rickshaw
137,152,269,chapainawabganj,11/19/2020 21:01,9,bike,rickshaw,train
138,154,275,sherpur,11/22/2020 21:02,3,bus,,
142,159,286,kaliganj,11/27/2020 21:00,5,bus,,
143,160,287,kaliganj,11/28/2020 21:00,8,bus,auto,
144,161,289,pirojpur,11/28/2020 21:00,4,bus,,
145,162,289,pirojpur,11/28/2020 21:00,4,bus,,
147,166,293,chandpur,12/1/2020 23:22,3,rickshaw,auto,
148,167,293,faridganj,12/1/2020 23:22,3,rickshaw,auto,
149,168,299,mirzapur,12/4/2020 21:02,6,truck,bus,
150,169,300,daulatpur,12/4/2020 21:02,3,bus,rickshaw,auto
151,170,300,manikganj,12/4/2020 21:02,3,bus,rickshaw,auto
152,171,306,manikganj,12/5/2020 21:00,13,truck,bus,rickshaw
153,172,306,manikganj,12/5/2020 21:00,13,truck,bus,rickshaw
154,173,307,manikganj,12/5/2020 21:00,13,truck,bus,rickshaw
155,174,307,manikganj,12/5/2020 21:00,13,truck,bus,rickshaw
156,175,311,manikganj,12/5/2020 21:02,7,truck,bus,rickshaw
157,176,311,manikganj,12/5/2020 21:02,7,truck,bus,rickshaw
158,177,312,daulatpur,12/5/2020 21:02,7,bus,rickshaw,auto
160,179,314,gopalpur,12/6/2020 21:01,3,bike,motorcycle,
162,181,317,habiganj,12/7/2020 21:03,8,bus,rickshaw,auto
165,184,325,mirzapur,12/8/2020 21:20,2,truck,,
175,194,357,bhairab,12/18/2020 21:02,3,truck,rickshaw,auto
176,195,357,kishoreganj,12/18/2020 21:02,3,truck,rickshaw,auto
177,196,359,bhairab,12/18/2020 21:02,3,truck,rickshaw,auto
178,197,359,kishoreganj,12/18/2020 21:02,3,truck,rickshaw,auto
179,198,360,joypurhat,12/19/2020 21:01,12,bus,car,train
180,199,360,bheramara,12/19/2020 21:01,12,bus,car,train
181,200,362,joypurhat,12/19/2020 21:01,12,bus,train,
183,202,364,joypurhat,12/20/2020 21:01,12,bus,train,
185,204,370,dinajpur,12/22/2020 21:01,12,truck,bus,train
186,205,370,joypurhat,12/22/2020 21:01,12,truck,bus,train
187,206,373,katiadi,12/22/2020 21:01,1,truck,bus,rickshaw
188,207,373,kishoreganj,12/22/2020 21:01,1,truck,bus,rickshaw
189,208,374,katiadi,12/22/2020 21:01,1,truck,bus,rickshaw
190,209,374,kishoreganj,12/22/2020 21:01,1,truck,bus,rickshaw
194,213,379,ramganj,12/23/2020 21:01,2,rickshaw,auto,
195,214,381,gazaria,12/24/2020 21:01,1,bus,,
196,215,381,munshiganj,12/24/2020 21:01,1,bus,,
197,216,382,gazaria,12/24/2020 21:01,1,bus,car,
198,217,382,munshiganj,12/24/2020 21:01,1,bus,car,
204,223,403,naogaon,1/1/2021 21:01,1,truck,bus,car
205,224,403,kahaloo,1/1/2021 21:01,1,truck,bus,car
206,225,404,narsingdi,1/1/2021 21:01,4,bus,car,
207,226,405,narsingdi,1/1/2021 21:01,4,bus,car,
208,227,407,dhaka,1/2/2021 21:01,2,bike,motorcycle,
209,228,407,kashimpur,1/2/2021 21:01,2,bike,motorcycle,
211,230,410,tarakanda,1/3/2021 21:01,7,bus,rickshaw,auto
213,233,417,dhaka,1/6/2021 21:03,1,auto,,
214,234,419,khilgaon,1/6/2021 21:04,1,train,auto,
215,235,422,ullapara,1/8/2021 21:01,2,rickshaw,auto,
219,240,425,rajshahi,1/9/2021 21:01,1,train,,
220,241,427,jashore,1/9/2021 21:01,2,truck,motorcycle,auto
221,242,427,khulna,1/9/2021 21:01,2,truck,motorcycle,auto
223,244,428,jashore,1/9/2021 21:01,1,truck,,
227,248,431,satkhira,1/10/2021 21:01,2,bus,auto,
228,251,435,dhaka,1/12/2021 0:05,1,motorcycle,,
231,254,441,rangamati,1/12/2021 21:01,3,truck,car,auto
236,259,444,jhenaidah,1/14/2021 21:02,6,truck,,
237,260,444,jhenaidah,1/14/2021 21:02,6,truck,,
238,261,446,jhenaidah,1/14/2021 21:02,7,truck,,
239,262,452,khulna,1/16/2021 0:08,15,truck,motorcycle,auto
240,263,452,khulna,1/16/2021 0:08,15,truck,motorcycle,auto
242,265,453,hemayetpur,1/16/2021 0:08,1,truck,car,bike
244,267,455,patuakhali,1/16/2021 21:50,1,bike,motorcycle,
245,268,463,gulshan,1/19/2021 21:00,1,bus,,
247,270,470,pabna,1/21/2021 0:37,6,train,,
249,272,471,dhaka,1/21/2021 0:37,1,bus,motorcycle,auto
257,283,487,pabna,1/23/2021 21:02,4,truck,rickshaw,auto
258,284,487,pabna,1/23/2021 21:02,4,truck,rickshaw,auto
261,290,497,bhanga,1/25/2021 21:01,2,bus,bike,motorcycle
262,291,499,dinajpur,1/26/2021 21:01,2,motorcycle,,
265,296,511,mirzapur,1/31/2021 21:02,2,truck,rickshaw,auto
266,297,511,dhaka,1/31/2021 21:02,2,truck,rickshaw,auto
267,298,512,mirzapur,1/31/2021 21:02,4,truck,rickshaw,auto
268,300,515,gazipur,1/31/2021 21:03,2,truck,rickshaw,
269,301,515,chandra,1/31/2021 21:03,2,truck,rickshaw,
270,302,517,lakshmipur,2/1/2021 21:03,2,truck,rickshaw,auto
271,303,517,charpata,2/1/2021 21:03,2,truck,rickshaw,auto
272,304,522,jashore,2/2/2021 21:02,2,bike,motorcycle,
273,305,522,bagharpara,2/2/2021 21:02,2,bike,motorcycle,
276,308,527,jashore,2/3/2021 21:02,2,bike,,
277,309,529,narayanganj,2/4/2021 21:03,1,car,train,
278,310,529,narayanganj,2/4/2021 21:03,1,car,train,
281,313,541,santhia,2/6/2021 21:02,1,truck,auto,
282,314,541,santhia,2/6/2021 21:02,1,truck,auto,
284,317,552,dhaka,2/9/2021 21:01,2,bus,rickshaw,auto
286,319,558,jhenaidah,2/11/2021 21:00,10,truck,bus,
288,321,562,teknaf,2/11/2021 21:00,4,bus,rickshaw,auto
289,322,562,teknaf,2/11/2021 21:00,4,bus,rickshaw,auto
290,325,565,jhenaidah,2/11/2021 21:03,6,truck,bus,bike
292,327,569,harirampur,2/12/2021 21:01,2,motorcycle,auto,
293,328,569,manikganj,2/12/2021 21:01,2,motorcycle,auto,
299,341,598,brahmanbaria,2/19/2021 21:01,3,truck,motorcycle,
302,344,612,sirajganj,2/23/2021 21:04,7,truck,bus,auto
303,345,612,konabari,2/23/2021 21:04,7,truck,bus,auto
304,346,613,chapainawabganj,2/23/2021 21:04,2,truck,bike,motorcycle
305,347,615,barisal,2/23/2021 21:04,15,truck,bus,train
306,348,615,konabari,2/23/2021 21:04,15,truck,bus,train
310,352,626,khulna,2/27/2021 21:01,4,truck,bike,auto
311,353,626,satkhira,2/27/2021 21:01,4,truck,bike,auto
312,354,627,khansama,2/27/2021 21:01,7,truck,bus,bike
314,358,636,ashulia,3/1/2021 21:03,2,truck,rickshaw,auto
317,361,643,manirampur,3/4/2021 22:49,1,bike,motorcycle,
318,362,643,jashore,3/4/2021 22:49,1,bike,motorcycle,
319,363,646,narsingdi,3/6/2021 21:01,6,truck,motorcycle,rickshaw
320,364,646,dhaka,3/6/2021 21:01,6,truck,motorcycle,rickshaw
323,369,652,kushtia,3/6/2021 21:01,1,train,,
324,370,652,kushtia,3/6/2021 21:01,1,train,,
327,373,657,barisal,3/8/2021 21:01,1,motorcycle,auto,
328,374,658,hakimpur,3/9/2021 21:01,1,bike,,
329,375,665,comilla,3/12/2021 22:52,2,bus,,
331,377,667,khulna,3/12/2021 22:52,2,bus,bike,
332,378,668,sreenagar,3/13/2021 22:52,1,bus,,
339,385,680,lalpur,3/16/2021 23:52,1,train,,
340,386,680,tanore,3/16/2021 23:52,1,train,,
344,390,691,bhanga,3/21/2021 23:52,8,truck,bus,bike
345,391,691,faridpur,3/21/2021 23:52,8,truck,bus,bike
346,392,692,chattogram,3/23/2021 23:52,2,truck,rickshaw,auto
347,393,694,chattogram,3/23/2021 23:52,2,truck,rickshaw,auto
350,396,703,chattogram,3/31/2021 23:52,4,truck,rickshaw,auto
351,397,703,chattogram,3/31/2021 23:52,4,truck,rickshaw,auto
355,401,712,sujanagar,4/3/2021 22:00,1,truck,bike,motorcycle
358,404,715,dhaka,4/4/2021 22:02,1,car,auto,
362,408,717,madanpur,4/4/2021 22:02,1,truck,car,
363,409,717,dhaka,4/4/2021 22:02,1,truck,car,
364,410,720,munshiganj,4/5/2021 22:10,1,car,,
365,411,722,munshiganj,4/5/2021 22:10,1,car,,
366,412,723,brahmanbaria,4/5/2021 22:10,1,bus,,
367,413,725,munshiganj,4/6/2021 22:04,1,car,,
368,414,726,munshiganj,4/6/2021 22:04,1,car,,
372,418,742,syedpur,4/9/2021 22:02,1,car,,
373,419,747,comilla,4/13/2021 22:01,3,truck,rickshaw,auto
375,421,749,sitakunda,4/13/2021 22:01,1,rickshaw,auto,
384,432,771,tarakanda,4/28/2021 22:44,3,truck,rickshaw,auto
385,433,771,mymensingh,4/28/2021 22:44,3,truck,rickshaw,auto
386,436,774,narayanganj,5/1/2021 22:01,11,truck,motorcycle,
387,437,774,sonargaon,5/1/2021 22:01,11,truck,motorcycle,
388,438,777,brahmanbaria,5/2/2021 22:01,5,truck,bus,car
390,440,779,bhola,5/2/2021 22:01,1,truck,motorcycle,
391,443,787,madaripur,5/4/2021 23:09,1,bus,car,train
400,452,799,lalbag,5/7/2021 23:33,1,truck,motorcycle,rickshaw
402,454,805,dhaka,5/12/2021 22:02,12,truck,bus,car
403,455,805,gazipur,5/12/2021 22:02,12,truck,bus,car
407,462,820,gulshan,5/17/2021 22:05,1,car,auto,
410,465,822,fultola,5/17/2021 22:05,1,truck,,
413,468,826,mirzapur,5/19/2021 22:06,10,truck,bus,car
417,472,828,munshiganj,5/20/2021 22:01,2,motorcycle,,
421,476,833,surma,5/21/2021 23:43,1,truck,bike,motorcycle
428,483,840,rajshahi,5/24/2021 22:04,13,bus,rickshaw,auto
430,485,844,sirajganj,5/27/2021 22:03,1,auto,,
431,486,845,dhaka,5/27/2021 22:03,4,truck,bus,bike
432,487,845,khalpar,5/27/2021 22:03,4,truck,bus,bike
433,488,847,sirajganj,5/27/2021 22:03,2,truck,bus,bike
434,489,847,dhaka,5/27/2021 22:03,2,truck,bus,bike
435,490,850,habiganj,5/29/2021 22:01,2,bike,motorcycle,rickshaw
436,491,850,habiganj,5/29/2021 22:01,2,bike,motorcycle,rickshaw
440,497,866,naogaon,6/5/2021 22:02,2,truck,bike,motorcycle
446,506,886,gazipur,6/16/2021 22:02,3,truck,bus,motorcycle
447,507,886,kapasia,6/16/2021 22:02,3,truck,bus,motorcycle
449,509,887,nabinagar,6/16/2021 22:02,6,truck,bus,motorcycle
452,512,890,dhaka,6/17/2021 22:05,1,car,,
453,513,890,dhaka,6/17/2021 22:05,1,car,,
458,519,901,narsingdi,6/19/2021 22:02,2,truck,auto,
459,520,901,narsingdi,6/19/2021 22:02,2,truck,auto,
463,524,905,narsingdi,6/20/2021 22:01,5,truck,bus,motorcycle
464,525,905,narsingdi,6/20/2021 22:01,5,truck,bus,motorcycle
468,531,921,faridganj,6/29/2021 22:05,3,truck,bus,
469,532,921,faridganj,6/29/2021 22:05,3,truck,bus,
470,534,946,rajshahi,7/9/2021 22:01,2,truck,,
471,535,949,gopalpur,7/9/2021 22:02,5,truck,rickshaw,auto
472,536,949,gopalpur,7/9/2021 22:02,5,truck,rickshaw,auto
474,538,956,gulshan,7/11/2021 22:01,4,car,,
475,539,956,dhaka,7/11/2021 22:01,4,car,,
476,540,959,dinajpur,7/11/2021 22:01,1,auto,,
482,547,977,chapainawabganj,7/15/2021 22:28,2,bike,motorcycle,auto
486,553,982,madanpur,7/16/2021 22:02,2,car,,
489,556,987,madanpur,7/16/2021 22:03,2,car,,
493,560,996,arabpur,7/18/2021 22:01,2,truck,car,auto
494,561,996,arabpur,7/18/2021 22:01,2,truck,car,auto
495,562,997,rangpur,7/18/2021 22:01,6,bus,,
496,563,1000,jashore,7/18/2021 22:01,2,train,,
497,564,1000,jashore,7/18/2021 22:01,2,train,,
498,565,1001,pirganj,7/18/2021 22:01,5,truck,bus,car
499,566,1001,rangpur,7/18/2021 22:01,5,truck,bus,car
500,567,1005,gajaria,7/22/2021 22:04,1,car,,
505,575,1012,dhaka,7/23/2021 22:02,2,truck,car,
511,581,1029,bhanga,7/26/2021 22:01,9,bus,,
514,584,1033,alamdanga,7/27/2021 22:02,1,truck,,
516,586,1037,munshiganj,7/29/2021 22:43,1,truck,,
518,588,1041,chandina,7/29/2021 22:43,5,truck,bike,auto
519,591,1044,sarai,7/30/2021 22:02,1,bike,,
520,592,1047,gobindaganj,7/30/2021 22:02,6,truck,motorcycle,rickshaw
524,596,1060,faridpur,8/1/2021 22:45,6,truck,bus,car
525,597,1060,joypurhat,8/1/2021 22:45,6,truck,bus,car
529,601,1072,narayanganj,8/4/2021 22:08,1,car,,
532,604,1074,khilgaon,8/4/2021 22:08,1,auto,,
533,605,1074,dhaka,8/4/2021 22:08,1,auto,,
536,610,1084,gurudaspur,8/8/2021 22:02,6,truck,,
538,612,1085,gurudaspur,8/8/2021 22:02,8,truck,,
539,613,1085,gurudaspur,8/8/2021 22:02,8,truck,,
540,614,1092,dinajpur,8/8/2021 22:02,4,bus,,
543,617,1100,manikganj,8/10/2021 22:08,1,bus,car,
546,620,1105,mohammadpur,8/11/2021 22:03,1,motorcycle,auto,
548,622,1106,chattogram,8/11/2021 22:05,1,truck,bike,
550,624,1114,gazipur,8/13/2021 22:02,1,train,,
551,625,1117,chakaria,8/15/2021 22:04,7,bus,,
552,628,1121,chattogram,8/15/2021 22:04,1,train,,
553,629,1121,gazipur,8/15/2021 22:04,1,train,,
554,630,1127,dhaka,8/15/2021 22:04,1,car,,
558,634,1135,kamarkhand,8/17/2021 22:05,5,truck,,
559,637,1139,kamarkhand,8/17/2021 22:05,2,truck,,
561,639,1142,narayanganj,8/17/2021 22:05,3,truck,car,auto
562,640,1143,singhajhuli,8/17/2021 22:05,1,auto,,
568,646,1176,gobindaganj,8/24/2021 0:42,3,bus,car,bike
570,648,1177,shibchar,8/24/2021 0:42,6,truck,,
571,649,1177,madaripur,8/24/2021 0:42,6,truck,,
573,652,1190,pabna,8/25/2021 22:01,3,rickshaw,auto,
576,656,1195,ullapara,8/25/2021 22:02,3,truck,car,rickshaw
579,659,1203,gulshan,8/28/2021 22:02,1,car,,
580,660,1203,dhaka,8/28/2021 22:02,1,car,,
584,668,1233,comilla,8/29/2021 22:05,1,train,,
588,672,1244,sitakunda,8/31/2021 1:58,1,truck,car,train
589,673,1244,chattogram,8/31/2021 1:58,1,truck,car,train
590,674,1249,khulna,8/31/2021 22:05,8,truck,train,
591,675,1249,nilphamari,8/31/2021 22:05,8,truck,train,
592,678,1255,khilgaon,9/1/2021 22:01,1,train,,
593,679,1265,madaripur,9/5/2021 22:09,3,truck,bus,bike
596,682,1271,motijheel,9/5/2021 22:09,2,truck,rickshaw,auto
599,685,1283,gulshan,9/7/2021 22:07,1,auto,,
602,689,1310,dhaka,9/12/2021 22:02,5,rickshaw,train,auto
603,690,1310,brahmanbaria,9/12/2021 22:02,5,rickshaw,train,auto
604,691,1313,sapmara,9/12/2021 22:02,1,motorcycle,auto,
605,692,1313,matiranga,9/12/2021 22:02,1,motorcycle,auto,
606,693,1314,ashuganj,9/12/2021 22:02,1,rickshaw,train,auto
607,694,1314,chattogram,9/12/2021 22:02,1,rickshaw,train,auto
608,696,1321,gazipur,9/14/2021 22:01,14,car,motorcycle,rickshaw
609,697,1324,dhaka,9/15/2021 22:06,3,bike,motorcycle,auto
610,698,1328,dumuria,9/16/2021 22:01,2,car,,
611,699,1328,narail,9/16/2021 22:01,2,car,,
612,700,1335,pahartali,9/17/2021 22:02,1,bus,rickshaw,
613,703,1348,barisal,9/18/2021 22:01,3,bus,bike,
614,704,1352,dinajpur,9/19/2021 22:01,3,bus,car,
615,705,1352,dinajpur,9/19/2021 22:01,3,bus,car,
616,707,1371,tangail,9/24/2021 22:01,2,truck,bus,rickshaw
617,708,1371,khulna,9/24/2021 22:01,2,truck,bus,rickshaw
621,714,1380,netrokona,9/26/2021 22:01,2,truck,auto,
622,715,1386,magura,9/27/2021 22:01,2,truck,rickshaw,
625,718,1388,dhaka,9/27/2021 22:01,3,bus,rickshaw,auto
629,723,1404,kaliganj,10/2/2021 22:02,1,car,train,auto
630,724,1413,sirajganj,10/5/2021 22:01,1,truck,,
631,725,1423,narayanganj,10/7/2021 22:02,8,train,,
638,732,1445,jashore,10/16/2021 22:00,7,truck,bus,
639,733,1450,chandpur,10/19/2021 22:03,1,truck,,
640,734,1450,hajiganj,10/19/2021 22:03,1,truck,,
642,740,1463,nalka,10/20/2021 22:04,3,truck,bus,rickshaw
644,744,1473,gafargaon,10/22/2021 22:03,2,rickshaw,train,auto
645,745,1473,mymensingh,10/22/2021 22:03,2,rickshaw,train,auto
647,749,1487,dhaka,10/24/2021 22:01,1,bus,auto,
648,750,1492,ulipur,10/25/2021 22:02,1,truck,,
649,751,1492,kurigram,10/25/2021 22:02,1,truck,,
651,753,1520,hemayetpur,"Oct 30, 2021, 22:01:39",2,bus,auto,
652,757,1529,sreepur,"Oct 31, 2021, 22:01:39",1,bike,motorcycle,
653,758,1529,gazipur,"Oct 31, 2021, 22:01:39",1,bike,motorcycle,
656,763,1546,patuakhali,"Nov 02, 2021, 22:02:04",2,motorcycle,,
658,765,1548,dhaka,"Nov 02, 2021, 22:02:04",4,bus,,
662,769,1561,gafargaon,"Nov 04, 2021, 22:04:44",3,rickshaw,auto,
663,770,1561,mymensingh,"Nov 04, 2021, 22:04:44",3,rickshaw,auto,
664,771,1564,nilphamari,"Nov 04, 2021, 22:04:44",3,truck,bus,
665,772,1565,syedpur,"Nov 04, 2021, 22:10:44",3,truck,bus,
666,773,1565,nilphamari,"Nov 04, 2021, 22:10:44",3,truck,bus,
667,774,1566,sreepur,"Nov 05, 2021, 22:01:40",3,truck,bus,
668,775,1566,gazipur,"Nov 05, 2021, 22:01:40",3,truck,bus,
670,777,1567,dhaka,"Nov 05, 2021, 22:01:40",5,bus,,
673,780,1583,dhaka,"Nov 07, 2021, 21:01:54",1,train,,
678,786,1620,jashore,"Nov 11, 2021, 21:02:09",2,truck,bus,motorcycle
679,787,1620,rahmatpur,"Nov 11, 2021, 21:02:09",2,truck,bus,motorcycle
683,792,1631,bhuapur,"Nov 12, 2021, 21:02:35",3,motorcycle,,
684,793,1632,kurigram,"Nov 12, 2021, 21:02:35",1,truck,,
694,805,1747,chandpur,"Nov 24, 2021, 21:02:01",2,bike,,
698,809,1760,chandpur,"Nov 25, 2021, 04:36:36",4,truck,bus,car
699,810,1760,chattogram,"Nov 25, 2021, 04:36:36",4,truck,bus,car
702,813,1762,chandpur,"Nov 25, 2021, 05:47:23",1,bus,rickshaw,auto
703,815,1773,chandpur,"Nov 26, 2021, 04:36:36",4,truck,bus,car
704,816,1773,chattogram,"Nov 26, 2021, 04:36:36",4,truck,bus,car
705,817,1779,chandpur,"Nov 26, 2021, 21:03:28",3,truck,bus,bike
706,818,1779,chandpur,"Nov 26, 2021, 21:03:28",3,truck,bus,bike
721,835,1832,brahmanbaria,"Nov 30, 2021, 21:02:05",2,bus,auto,
723,837,1833,dhaka,"Nov 30, 2021, 21:02:05",1,truck,bike,motorcycle
724,838,1833,chattogram,"Nov 30, 2021, 21:02:05",1,truck,bike,motorcycle
732,846,1879,chandpur,"Dec 03, 2021, 21:01:52",3,bus,bike,motorcycle
734,848,1889,tangail,"Dec 04, 2021, 04:36:35",7,truck,bus,bike
735,849,1889,chandpur,"Dec 04, 2021, 04:36:35",7,truck,bus,bike
745,859,1903,noakhali,"Dec 06, 2021, 04:01:18",1,car,motorcycle,auto
746,860,1907,chattogram,"Dec 06, 2021, 04:36:36",3,bus,rickshaw,train
748,864,1920,tebaria,"Dec 07, 2021, 04:58:01",1,truck,train,
749,865,1924,panchagarh,"Dec 07, 2021, 19:42:24",1,truck,bike,
750,866,1930,khulna,"Dec 08, 2021, 04:03:14",3,train,,
751,869,1937,noakhali,"Dec 08, 2021, 04:36:36",7,truck,bus,motorcycle
753,871,1940,nilphamari,"Dec 08, 2021, 21:04:06",4,bus,rickshaw,train
755,873,1941,chilahati,"Dec 08, 2021, 21:04:06",1,rickshaw,train,
756,874,1941,khulna,"Dec 08, 2021, 21:04:06",1,rickshaw,train,
757,875,1947,dhaka,"Dec 09, 2021, 04:03:07",1,bike,motorcycle,auto
758,876,1948,mymensingh,"Dec 09, 2021, 04:03:07",4,rickshaw,train,auto
763,883,1968,chattogram,"Dec 10, 2021, 04:41:33",3,bus,rickshaw,train
764,884,1970,narayanganj,"Dec 10, 2021, 21:03:59",10,truck,rickshaw,auto
768,889,1980,dinajpur,"Dec 11, 2021, 04:03:15",2,truck,,
773,894,2009,mymensingh,"Dec 13, 2021, 07:37:22",3,truck,bike,rickshaw
774,895,2009,dinajpur,"Dec 13, 2021, 07:37:22",3,truck,bike,rickshaw
775,897,2018,chattogram,"Dec 14, 2021, 04:36:35",3,bus,rickshaw,tempo
776,898,2022,jashore,"Dec 14, 2021, 21:03:57",2,truck,car,
777,899,2022,narayanganj,"Dec 14, 2021, 21:03:57",2,truck,car,
782,904,2046,dhaka,"Dec 17, 2021, 04:02:45",1,bus,car,train
785,907,2051,bijoynagar,"Dec 17, 2021, 07:08:16",3,truck,rickshaw,auto
786,908,2052,sarail,"Dec 17, 2021, 07:08:16",3,truck,bus,rickshaw
787,909,2052,brahmanbaria,"Dec 17, 2021, 07:08:16",3,truck,bus,rickshaw
791,913,2067,brahmanbaria,"Dec 18, 2021, 07:08:01",11,truck,bus,car
792,914,2067,dhaka,"Dec 18, 2021, 07:08:01",11,truck,bus,car
795,917,2079,dinajpur,"Dec 19, 2021, 16:27:58",2,bus,rickshaw,auto
796,918,2079,dinajpur,"Dec 19, 2021, 16:27:58",2,bus,rickshaw,auto
797,919,2081,khilgaon,"Dec 20, 2021, 04:02:17",2,bus,rickshaw,auto
798,920,2081,khilgaon,"Dec 20, 2021, 04:02:17",2,bus,rickshaw,auto
799,921,2092,puthia,"Dec 21, 2021, 21:02:04",6,truck,bus,
801,923,2093,jamalpur,"Dec 21, 2021, 21:03:06",5,truck,bus,rickshaw
802,924,2093,dinajpur,"Dec 21, 2021, 21:03:06",5,truck,bus,rickshaw
814,942,2127,dinajpur,"Dec 24, 2021, 21:03:51",1,truck,motorcycle,
815,945,2139,chattogram,"Dec 25, 2021, 04:08:46",3,truck,bus,car
816,946,2139,dinajpur,"Dec 25, 2021, 04:08:46",3,truck,bus,car
817,947,2148,lohagara,"Dec 26, 2021, 04:02:34",1,bike,motorcycle,
820,950,2154,narayanganj,"Dec 26, 2021, 21:00:37",2,bus,train,
821,951,2155,narayanganj,"Dec 26, 2021, 21:00:37",3,bus,train,
822,952,2155,dhaka,"Dec 26, 2021, 21:00:37",3,bus,train,
824,954,2160,lohagara,"Dec 26, 2021, 21:00:37",1,bike,motorcycle,
826,956,2161,patuakhali,"Dec 26, 2021, 21:00:38",1,bus,auto,
828,958,2163,dhaka,"Dec 27, 2021, 04:02:54",4,truck,rickshaw,auto
829,959,2164,narayanganj,"Dec 27, 2021, 04:02:54",1,bus,train,
830,960,2164,dhaka,"Dec 27, 2021, 04:02:54",1,bus,train,
831,961,2167,narayanganj,"Dec 27, 2021, 04:07:31",3,bus,train,
